,0
4119,화정리
4120,가척리
4121,정치리
4122,분강리
4123,국동리
4124,견동리
4125,대학리
4126,계룡면
4127,월암리
4128,화은리
4129,내흥리
4130,구왕리
4131,중장리
4132,경천리
4133,화헌리
4134,상성리
4135,향지리
4136,반포면
4137,공암리
4138,하신리
4139,학봉리
4140,의당면
4141,두만리
4142,오인리
4143,율정리
4144,청룡리
4145,유계리
4146,덕학리
4147,요룡리
4148,정안면
4149,광정리
4150,상룡리
4151,평정리
4152,북계리
4153,석송리
4154,전평리
4155,쌍달리
4156,운궁리
4157,보물리
4158,어물리
4159,사현리
4160,인풍리
4161,문천리
4162,내문리
4163,우성면
4164,단지리
4165,방문리
4166,상서리
4167,평목리
4168,신웅리
4169,동곡리
4170,반촌리
4171,귀산리
4172,목천리
4173,보흥리
4174,안양리
4175,용봉리
4176,사곡면
4177,호계리
4178,화월리
4179,계실리
4180,대중리
4181,가교리
4182,회학리
4183,월가리
4184,유룡리
4185,신풍면
4186,동원리
4187,조평리
4188,봉갑리
4189,쌍대리
4190,청흥리
4191,입동리
4192,백룡리
4193,선학리
4194,영정리
4195,평소리
4196,화흥리
4197,죽정동
4198,동대동
4199,명천동
4200,궁촌동
4201,내항동
4202,남곡동
4203,요암동
4204,신흑동
4205,웅천읍
4206,대창리
4207,수부리
4208,두룡리
4209,관당리
4210,독산리
4211,소황리
4212,황교리
4213,죽청리
4214,주포면
4215,보령리
4216,마강리
4217,봉당리
4218,관산리
4219,연지리
4220,오천면
4221,소성리
4222,영보리
4223,오포리
4224,효자도리
4225,원산도리
4226,삽시도리
4227,녹도리
4228,외연도리
4229,천북면
4230,하만리
4231,학성리
4232,사호리
4233,장은리
4234,궁포리
4235,신덕리
4236,신죽리
4237,청소면
4238,진죽리
4239,신송리
4240,재정리
4241,성연리
4242,정전리
4243,야현리
4244,청라면
4245,나원리
4246,소양리
4247,향천리
4248,황룡리
4249,남포면
4250,봉덕리
4251,제석리
4252,소송리
4253,옥서리
4254,양항리
4255,주산면
4256,야룡리
4257,주야리
4258,증산리
4259,창암리
4260,황율리
4261,평라리
4262,도화담리
4263,늑전리
4264,도흥리
4265,은현리
4266,남심리
4267,성주면
4268,개화리
4269,주교면
4270,주교리
4271,은포리
4272,관창리
4273,온천동
4274,실옥동
4275,방축동
4276,초사동
4277,신인동
4278,법곡동
4279,장존동
4280,좌부동
4281,읍내동
4282,풍기동
4283,용화동
4284,모종동
4285,권곡동
4286,배미동
4287,득산동
4288,점양동
4289,염치읍
4290,염성리
4291,쌍죽리
4292,석두리
4293,방현리
4294,백암리
4295,배방읍
4296,수철리
4297,북수리
4298,세출리
4299,갈매리
4300,세교리
4301,휴대리
4302,구령리
4303,송악면
4304,역촌리
4305,외암리
4306,강당리
4307,거산리
4308,강장리
4309,탕정면
4310,음봉면
4311,신수리
4312,소동리
4313,신휴리
4314,의식리
4315,쌍룡리
4316,월랑리
4317,산동리
4318,동암리
4319,둔포면
4320,둔포리
4321,송용리
4322,시포리
4323,신법리
4324,봉재리
4325,운용리
4326,염작리
4327,영인면
4328,아산리
4329,월선리
4330,신운리
4331,백석포리
4332,창용리
4333,인주면
4334,모원리
4335,신성리
4336,걸매리
4337,밀두리
4338,대음리
4339,금성리
4340,해암리
4341,관암리
4342,선장면
4343,군덕리
4344,돈포리
4345,장곳리
4346,선창리
4347,홍곳리
4348,채신언리
4349,도고면
4350,신언리
4351,봉농리
4352,효자리
4353,시전리
4354,신유리
4355,도산리
4356,농은리
4357,오암리
4358,석당리
4359,와산리
4360,신창면
4361,오목리
4362,행목리
4363,수장리
4364,궁화리
4365,가덕리
4366,가내리
4367,동문동
4368,온석동
4369,잠홍동
4370,석림동
4371,석남동
4372,예천동
4373,죽성동
4374,양대동
4375,오남동
4376,장동
4377,덕지천동
4378,대산읍
4379,대로리
4380,웅도리
4381,기은리
4382,영탑리
4383,독곶리
4384,인지면
4385,둔당리
4386,야당리
4387,모월리
4388,애정리
4389,차리
4390,풍전리
4391,부석면
4392,강수리
4393,송시리
4394,월계리
4395,갈마리
4396,취평리
4397,대두리
4398,봉락리
4399,간월도리
4400,팔봉면
4401,금학리
4402,양길리
4403,대황리
4404,고파도리
4405,호리
4406,어송리
4407,진장리
4408,지곡면
4409,중왕리
4410,도성리
4411,대요리
4412,환성리
4413,무장리
4414,성연면
4415,일람리
4416,고남리
4417,왕정리
4418,예덕리
4419,해성리
4420,음암면
4421,문양리
4422,상홍리
4423,부장리
4424,운산면
4425,용현리
4426,고풍리
4427,팔중리
4428,수평리
4429,수당리
4430,안호리
4431,용장리
4432,여미리
4433,소중리
4434,원벌리
4435,거성리
4436,해미면
4437,휴암리
4438,황락리
4439,오학리
4440,관유리
4441,홍천리
4442,반양리
4443,웅소성리
4444,귀밀리
4445,억대리
4446,전천리
4447,응평리
4448,양림리
4449,언암리
4450,저성리
4451,고북면
4452,가구리
4453,장요리
4454,초록리
4455,기포리
4456,양천리
4457,봉생리
4458,화지동
4459,대교동
4460,부창동
4461,취암동
4462,등화동
4463,덕지동
4464,강산동
4465,관촉동
4466,강경읍
4467,남교리
4468,동흥리
4469,북옥리
4470,홍교리
4471,염천리
4472,채산리
4473,채운리
4474,연무읍
4475,죽평리
4476,죽본리
4477,소룡리
4478,고내리
4479,황화정리
4480,안심리
4481,봉동리
4482,성동면
4483,병촌리
4484,개척리
4485,우곤리
4486,원북리
4487,원봉리
4488,광석면
4489,득윤리
4490,광리
4491,이사리
4492,왕전리
4493,항월리
4494,사월리
4495,오강리
4496,노성면
4497,두사리
4498,송당리
4499,교촌리
4500,병사리
4501,장구리
4502,효죽리
4503,호암리
4504,상월면
4505,신충리
4506,월오리
4507,석종리
4508,대우리
4509,대촌리
4510,학당리
4511,숙진리
4512,부적면
4513,마구평리
4514,부황리
4515,외성리
4516,충곡리
4517,안천리
4518,탑정리
4519,신교리
4520,아호리
4521,부인리
4522,왕덕리
4523,연산면
4524,연산리
4525,천호리
4526,청동리
4527,임리
4528,관동리
4529,표정리
4530,사포리
4531,벌곡면
4532,한삼천리
4533,수락리
4534,만목리
4535,어곡리
4536,양산리
4537,양촌면
4538,인천리
4539,임화리
4540,채광리
4541,산직리
4542,모촌리
4543,석서리
4544,가야곡면
4545,육곡리
4546,목곡리
4547,함적리
4548,산노리
4549,조정리
4550,등리
4551,종연리
4552,두월리
4553,왕암리
4554,삼전리
4555,은진면
4556,연서리
4557,토양리
4558,시묘리
4559,와야리
4560,성평리
4561,채운면
4562,우기리
4563,심암리
4564,야화리
4565,두마면
4566,두계리
4567,농소리
4568,엄사면
4569,엄사리
4570,향한리
4571,신도안면
4572,남선리
4573,정장리
4574,부남리
4575,용동리
4576,채운동
4577,시곡동
4578,대덕동
4579,행정동
4580,용연동
4581,사기소동
4582,합덕읍
4583,소소리
4584,대합덕리
4585,옥금리
4586,합덕리
4587,신석리
4588,송악읍
4589,기지시리
4590,방계리
4591,본당리
4592,청금리
4593,봉교리
4594,전대리
4595,복운리
4596,오곡리
4597,한진리
4598,정곡리
4599,가학리
4600,고대면
4601,당진포리
4602,석문면
4603,통정리
4604,장고항리
4605,교로리
4606,난지도리
4607,초락도리
4608,대호지면
4609,조금리
4610,사성리
4611,적서리
4612,마중리
4613,출포리
4614,정미면
4615,천의리
4616,승산리
4617,대조리
4618,매방리
4619,하성리
4620,덕삼리
4621,사관리
4622,대운산리
4623,덕마리
4624,신시리
4625,면천면
4626,성상리
4627,성하리
4628,자개리
4629,율사리
4630,삼웅리
4631,죽동리
4632,사기소리
4633,순성면
4634,양유리
4635,나산리
4636,아찬리
4637,옥호리
4638,성북리
4639,우강면
4640,세류리
4641,원치리
4642,공포리
4643,강문리
4644,소반리
4645,내경리
4646,성원리
4647,신평면
4648,금천리
4649,초대리
4650,상오리
4651,한정리
4652,상거리
4653,송석리
4654,도문리
4655,삼월리
4656,금산읍
4657,중도리
4658,하옥리
4659,아인리
4660,상옥리
4661,계진리
4662,음지리
4663,양전리
4664,화림리
4665,파초리
4666,하류리
4667,의총리
4668,대암리
4669,제원면
4670,제원리
4671,구억리
4672,저곡리
4673,천내리
4674,부리면
4675,창평리
4676,선원리
4677,불이리
4678,어재리
4679,수통리
4680,방우리
4681,호티리
4682,내부리
4683,외부리
4684,천을리
4685,두두리
4686,동편리
4687,보광리
4688,산안리
4689,황풍리
4690,음대리
4691,하금리
4692,상금리
4693,역평리
4694,흑암리
4695,구석리
4696,석동리
4697,진산면
4698,만악리
4699,엄정리
4700,부암리
4701,석막리
4702,묵산리
4703,지방리
4704,막현리
4705,복수면
4706,다복리
4707,곡남리
4708,목소리
4709,지량리
4710,추부면
4711,용지리
4712,추정리
4713,비례리
4714,자부리
4715,장대리
4716,요광리
4717,성당리
4718,부여읍
4719,염창리
4720,석목리
4721,가증리
4722,동남리
4723,구아리
4724,관북리
4725,쌍북리
4726,가탑리
4727,중정리
4728,자왕리
4729,저석리
4730,송간리
4731,군수리
4732,왕포리
4733,현북리
4734,규암면
4735,반산리
4736,나복리
4737,모리
4738,함양리
4739,합정리
4740,오수리
4741,진변리
4742,규암리
4743,합송리
4744,노화리
4745,수목리
4746,부여두리
4747,은산면
4748,홍산리
4749,오번리
4750,나령리
4751,가중리
4752,경둔리
4753,각대리
4754,거전리
4755,금공리
4756,장벌리
4757,외산면
4758,지선리
4759,문신리
4760,반교리
4761,수신리
4762,복덕리
4763,전장리
4764,내산면
4765,천보리
4766,저동리
4767,온해리
4768,지티리
4769,금지리
4770,묘원리
4771,구룡면
4772,구봉리
4773,죽절리
4774,주정리
4775,태양리
4776,논티리
4777,죽교리
4778,동방리
4779,홍산면
4780,토정리
4781,북촌리
4782,남촌리
4783,홍양리
4784,좌홍리
4785,교원리
4786,무정리
4787,홍연리
4788,중양리
4789,안서리
4790,대선리
4791,신홍리
4792,충화면
4793,천당리
4794,복금리
4795,현미리
4796,가화리
4797,팔충리
4798,만지리
4799,청남리
4800,양화면
4801,입포리
4802,족교리
4803,상촌리
4804,암수리
4805,초왕리
4806,벽용리
4807,시음리
4808,임천면
4809,군사리
4810,칠산리
4811,비정리
4812,만사리
4813,점리
4814,탑산리
4815,옥곡리
4816,장암면
4817,점상리
4818,상황리
4819,하황리
4820,장하리
4821,원문리
4822,지토리
4823,합곡리
4824,북고리
4825,세도면
4826,귀덕리
4827,가회리
4828,청송리
4829,동사리
4830,간대리
4831,수고리
4832,청포리
4833,반조원리
4834,사산리
4835,석성면
4836,석성리
4837,비당리
4838,정각리
4839,초촌면
4840,추양리
4841,송국리
4842,세탑리
4843,진호리
4844,초평리
4845,장항읍
4846,창선리
4847,옥남리
4848,원수리
4849,서천읍
4850,태월리
4851,화금리
4852,두왕리
4853,마서면
4854,계동리
4855,한성리
4856,옥북리
4857,송내리
4858,도삼리
4859,당선리
4860,어리
4861,화양면
4862,옥포리
4863,보현리
4864,완포리
4865,화촌리
4866,대등리
4867,활동리
4868,기복리
4869,창외리
4870,장상리
4871,기산면
4872,내동리
4873,두남리
4874,두북리
4875,월기리
4876,가공리
4877,영모리
4878,광암리
4879,황사리
4880,한산면
4881,성외리
4882,종지리
4883,축동리
4884,여사리
4885,나교리
4886,동지리
4887,단상리
4888,단하리
4889,마양리
4890,온동리
4891,연봉리
4892,구동리
4893,마산면
4894,안당리
4895,요곡리
4896,관포리
4897,군간리
4898,시선리
4899,벽오리
4900,나궁리
4901,시초면
4902,봉선리
4903,풍정리
4904,후암리
4905,문산면
4906,신농리
4907,지원리
4908,은곡리
4909,판교면
4910,마대리
4911,심동리
4912,상좌리
4913,우라리
4914,만덕리
4915,저산리
4916,수성리
4917,흥림리
4918,등고리
4919,금덕리
4920,종천면
4921,신검리
4922,랑평리
4923,종천리
4924,당정리
4925,도만리
4926,석촌리
4927,비인면
4928,선도리
4929,칠지리
4930,구복리
4931,남당리
4932,다사리
4933,장포리
4934,마량리
4935,부사리
4936,신합리
4937,월호리
4938,도둔리
4939,주항리
4940,청양읍
4941,백천리
4942,교월리
4943,벽천리
4944,적누리
4945,정좌리
4946,송방리
4947,청수리
4948,운곡면
4949,효제리
4950,후덕리
4951,영양리
4952,미량리
4953,추광리
4954,대치면
4955,탄정리
4956,광금리
4957,구치리
4958,작천리
4959,형산리
4960,상갑리
4961,수석리
4962,정산면
4963,해남리
4964,대박리
4965,마치리
4966,천장리
4967,내초리
4968,와촌리
4969,학암리
4970,광생리
4971,목면
4972,본의리
4973,청남면
4974,청소리
4975,내직리
4976,동강리
4977,왕진리
4978,인양리
4979,장평면
4980,중추리
4981,락지리
4982,지천리
4983,관현리
4984,분향리
4985,남양면
4986,백금리
4987,용마리
4988,대봉리
4989,흥산리
4990,온암리
4991,온직리
4992,화성면
4993,화강리
4994,농암리
4995,기덕리
4996,구재리
4997,록평리
4998,중묵리
4999,사점리
5000,양사리
5001,방한리
5002,홍성읍
5003,오관리
5004,대교리
5005,소향리
5006,옥암리
5007,남장리
5008,학계리
5009,송월리
5010,고암리
5011,내법리
5012,광천읍
5013,신진리
5014,담산리
5015,내죽리
5016,벽계리
5017,상정리
5018,옹암리
5019,홍북읍
5020,중계리
5021,상하리
5022,봉신리
5023,신경리
5024,석택리
5025,노은리
5026,대인리
5027,금마면
5028,용흥리
5029,홍동면
5030,운월리
5031,구정리
5032,수란리
5033,효학리
5034,대영리
5035,팔괘리
5036,장곡면
5037,화계리
5038,광성리
5039,가송리
5040,천태리
5041,대현리
5042,상송리
5043,은하면
5044,대율리
5045,금국리
5046,목현리
5047,대판리
5048,결성면
5049,성호리
5050,성남리
5051,무량리
5052,서부면
5053,거차리
5054,어사리
5055,죽도리
5056,갈산면
5057,내갈리
5058,갈오리
5059,쌍천리
5060,행산리
5061,부기리
5062,취생리
5063,구항면
5064,청광리
5065,마온리
5066,예산읍
5067,예산리
5068,대회리
5069,발연리
5070,석양리
5071,관작리
5072,창소리
5073,신례원리
5074,간양리
5075,삽교읍
5076,안치리
5077,창정리
5078,신가리
5079,방아리
5080,효림리
5081,대술면
5082,농리
5083,상항리
5084,방산리
5085,장복리
5086,궐곡리
5087,시산리
5088,이티리
5089,신양면
5090,황계리
5091,녹문리
5092,서계양리
5093,불원리
5094,시왕리
5095,귀곡리
5096,죽천리
5097,가지리
5098,여래미리
5099,차동리
5100,광시면
5101,광시리
5102,노전리
5103,하장대리
5104,은사리
5105,마사리
5106,서초정리
5107,시목리
5108,대리
5109,대흥면
5110,동서리
5111,송지리
5112,신속리
5113,하탄방리
5114,탄방리
5115,대률리
5116,갈신리
5117,손지리
5118,응봉면
5119,건지화리
5120,등촌리
5121,입침리
5122,증곡리
5123,주령리
5124,북문리
5125,시량리
5126,둔리
5127,외라리
5128,내라리
5129,복당리
5130,낙상리
5131,봉산면
5132,고도리
5133,하평리
5134,효교리
5135,대지리
5136,금치리
5137,옹안리
5138,몽곡리
5139,상몽리
5140,호음리
5141,오추리
5142,용리
5143,신암면
5144,종경리
5145,신종리
5146,신택리
5147,용궁리
5148,예림리
5149,중예리
5150,별리
5151,탄중리
5152,오가면
5153,역탑리
5154,좌방리
5155,양막리
5156,내량리
5157,태안읍
5158,평천리
5159,인평리
5160,산후리
5161,삭선리
5162,안면읍
5163,승언리
5164,정당리
5165,창기리
5166,신야리
5167,황도리
5168,고남면
5169,누동리
5170,진산리
5171,몽산리
5172,양잠리
5173,원청리
5174,당암리
5175,신온리
5176,거아도리
5177,근흥면
5178,두야리
5179,마금리
5180,안기리
5181,용신리
5182,도황리
5183,정죽리
5184,신진도리
5185,가의도리
5186,소원면
5187,법산리
5188,영전리
5189,소근리
5190,의항리
5191,모항리
5192,파도리
5193,원북면
5194,반계리
5195,황촌리
5196,방갈리
5197,대기리
5198,청산리
5199,포지리
5200,경원동
5201,풍남동
5202,전동
5203,고사동
5204,중노송동
5205,남노송동
5206,동완산동
5207,서완산동
5208,동서학동
5209,서서학동
5210,중화산동
5211,서신동
5212,석구동
5213,평화동
5214,중인동
5215,용복동
5216,색장동
5217,상림동
5218,서노송동
5219,진북동
5220,인후동
5221,덕진동
5222,팔복동
5223,산정동
5224,금상동
5225,우아동
5226,호성동
5227,전미동
5228,송천동
5229,성덕동
5230,고랑동
5231,여의동
5232,만성동
5233,도도동
5234,강흥동
5235,도덕동
5236,남정동
5237,해망동
5238,금동
5239,월명동
5240,신창동
5241,송풍동
5242,삼학동
5243,선양동
5244,둔율동
5245,창성동
5246,명산동
5247,송창동
5248,개복동
5249,장미동
5250,신영동
5251,대명동
5252,장재동
5253,미원동
5254,동흥남동
5255,서흥남동
5256,조촌동
5257,경장동
5258,경암동
5259,구암동
5260,내흥동
5261,개정동
5262,사정동
5263,수송동
5264,미장동
5265,나운동
5266,미룡동
5267,소룡동
5268,오식도동
5269,비응도동
5270,개사동
5271,내초동
5272,옥구읍
5273,선제리
5274,남내리
5275,당북리
5276,회현면
5277,월연리
5278,세장리
5279,원우리
5280,증석리
5281,임피면
5282,축산리
5283,미원리
5284,보석리
5285,술산리
5286,영창리
5287,서수면
5288,서수리
5289,관원리
5290,화등리
5291,대야면
5292,산월리
5293,복교리
5294,광교리
5295,접산리
5296,보덕리
5297,개정면
5298,아동리
5299,운회리
5300,통사리
5301,옥석리
5302,고봉리
5303,여방리
5304,창오리
5305,산곡리
5306,나포면
5307,나포리
5308,옥곤리
5309,옥도면
5310,개야도리
5311,연도리
5312,어청도리
5313,선유도리
5314,무녀도리
5315,신시도리
5316,야미도리
5317,장자도리
5318,관리도리
5319,비안도리
5320,대장도리
5321,두리도리
5322,옥서면
5323,옥봉리
5324,선연리
5325,창인동
5326,주현동
5327,인화동
5328,마동
5329,남중동
5330,모현동
5331,송학동
5332,목천동
5333,만석동
5334,현영동
5335,신용동
5336,영등동
5337,어양동
5338,금강동
5339,석탄동
5340,팔봉동
5341,덕기동
5342,석왕동
5343,은기동
5344,정족동
5345,임상동
5346,월성동
5347,부송동
5348,용제동
5349,석암동
5350,함열읍
5351,흘산리
5352,석매리
5353,다송리
5354,오산면
5355,영만리
5356,황등면
5357,황등리
5358,동연리
5359,구자리
5360,함라면
5361,함열리
5362,다망리
5363,신등리
5364,신목리
5365,웅포면
5366,입점리
5367,웅포리
5368,고창리
5369,맹산리
5370,제성리
5371,대붕암리
5372,성당면
5373,두동리
5374,용안면
5375,덕용리
5376,중신리
5377,법성리
5378,난포리
5379,동지산리
5380,칠목리
5381,낭산면
5382,삼담리
5383,낭산리
5384,구평리
5385,망성면
5386,신작리
5387,어량리
5388,무형리
5389,여산면
5390,여산리
5391,제남리
5392,두여리
5393,동고도리
5394,서고도리
5395,신용리
5396,용순리
5397,기양리
5398,왕궁면
5399,흥암리
5400,구덕리
5401,쌍제리
5402,평장리
5403,도순리
5404,동봉리
5405,동용리
5406,왕궁리
5407,춘포면
5408,인수리
5409,춘포리
5410,삼기면
5411,서두리
5412,연동리
5413,용동면
5414,화실리
5415,화배리
5416,수성동
5417,장명동
5418,시기동
5419,농소동
5420,하모동
5421,상평동
5422,과교동
5423,삼산동
5424,진산동
5425,금붕동
5426,교암동
5427,부전동
5428,쌍암동
5429,내장동
5430,영파동
5431,하북동
5432,흑암동
5433,용계동
5434,공평동
5435,망제동
5436,신정동
5437,신태인읍
5438,신태인리
5439,우령리
5440,화호리
5441,육리
5442,연정리
5443,양괴리
5444,백산리
5445,한교리
5446,승부리
5447,복흥리
5448,태곡리
5449,보림리
5450,화해리
5451,입암면
5452,단곡리
5453,연월리
5454,천원리
5455,등천리
5456,하부리
5457,접지리
5458,신면리
5459,마석리
5460,소성면
5461,보화리
5462,등계리
5463,화룡리
5464,고교리
5465,애당리
5466,중광리
5467,기린리
5468,고부면
5469,만화리
5470,고부리
5471,덕안리
5472,강고리
5473,남복리
5474,장문리
5475,영원면
5476,은선리
5477,풍월리
5478,앵성리
5479,후지리
5480,덕천면
5481,하학리
5482,상학리
5483,달천리
5484,도계리
5485,이평면
5486,장내리
5487,청량리
5488,팔선리
5489,산매리
5490,평령리
5491,마항리
5492,두전리
5493,정우면
5494,우일리
5495,장순리
5496,수금리
5497,태인면
5498,박산리
5499,궁사리
5500,태흥리
5501,낙양리
5502,태창리
5503,태남리
5504,매계리
5505,태서리
5506,승방리
5507,삼평리
5508,방교리
5509,오주리
5510,진흥리
5511,통석리
5512,용곽리
5513,옹동면
5514,비봉리
5515,매정리
5516,상산리
5517,칠석리
5518,칠보면
5519,무성리
5520,산내면
5521,장금리
5522,매죽리
5523,능교리
5524,종성리
5525,정량리
5526,평사리
5527,화죽리
5528,오공리
5529,목욕리
5530,종산리
5531,동충동
5532,하정동
5533,죽항동
5534,쌍교동
5535,천거동
5536,조산동
5537,왕정동
5538,향교동
5539,광치동
5540,내척동
5541,도통동
5542,월락동
5543,고죽동
5544,식정동
5545,갈치동
5546,어현동
5547,운봉읍
5548,주촌리
5549,공안리
5550,산덕리
5551,준향리
5552,장교리
5553,권포리
5554,매요리
5555,배덕리
5556,송치리
5557,호기리
5558,은송리
5559,호경리
5560,고기리
5561,수지면
5562,남창리
5563,송동면
5564,사촌리
5565,송상리
5566,장국리
5567,흑송리
5568,송기리
5569,두신리
5570,세전리
5571,주생면
5572,정송리
5573,제천리
5574,금지면
5575,서매리
5576,방촌리
5577,택내리
5578,상귀리
5579,귀석리
5580,수홍리
5581,옥택리
5582,송대리
5583,강석리
5584,월탄리
5585,생암리
5586,대산면
5587,수덕리
5588,풍촌리
5589,옥율리
5590,사매면
5591,서도리
5592,계수리
5593,월평리
5594,오신리
5595,관풍리
5596,덕과면
5597,만도리
5598,사율리
5599,보절면
5600,서치리
5601,괴양리
5602,진기리
5603,금다리
5604,신파리
5605,황벌리
5606,도룡리
5607,성시리
5608,산동면
5609,식련리
5610,부절리
5611,월석리
5612,이백면
5613,초촌리
5614,척문리
5615,강기리
5616,양가리
5617,과립리
5618,효기리
5619,아영면
5620,봉대리
5621,갈계리
5622,구상리
5623,일대리
5624,두락리
5625,중황리
5626,백일리
5627,내령리
5628,부운리
5629,인월면
5630,중군리
5631,인월리
5632,서무리
5633,취암리
5634,자래리
5635,요촌동
5636,용동
5637,순동
5638,백학동
5639,서암동
5640,갈공동
5641,흥사동
5642,상동동
5643,황산동
5644,난봉동
5645,복죽동
5646,입석동
5647,장화동
5648,신덕동
5649,월봉동
5650,연정동
5651,명덕동
5652,제월동
5653,도장동
5654,양전동
5655,만경읍
5656,만경리
5657,소토리
5658,종신리
5659,연포리
5660,백산면
5661,하정리
5662,조종리
5663,수록리
5664,부거리
5665,용지면
5666,예촌리
5667,봉의리
5668,와룡리
5669,효정리
5670,부교리
5671,백구면
5672,유강리
5673,백구리
5674,반월리
5675,석담리
5676,영상리
5677,부량면
5678,월승리
5679,공덕면
5680,공덕리
5681,동계리
5682,제말리
5683,청하면
5684,관상리
5685,성덕면
5686,대목리
5687,묘라리
5688,진봉면
5689,가실리
5690,상궐리
5691,금구면
5692,용복리
5693,낙성리
5694,청운리
5695,봉남면
5696,대송리
5697,신응리
5698,종덕리
5699,회성리
5700,내광리
5701,황산면
5702,봉월리
5703,홍정리
5704,쌍감리
5705,금산면
5706,성계리
5707,화율리
5708,청도리
5709,광활면
5710,은파리
5711,창제리
5712,삼례읍
5713,삼례리
5714,후정리
5715,어전리
5716,해전리
5717,신금리
5718,석전리
5719,구와리
5720,신탁리
5721,수계리
5722,봉동읍
5723,둔산리
5724,은하리
5725,율소리
5726,장기리
5727,낙평리
5728,용진읍
5729,간중리
5730,상관면
5731,이서면
5732,이성리
5733,상개리
5734,용서리
5735,은교리
5736,이문리
5737,소양면
5738,황운리
5739,화심리
5740,구이면
5741,광곡리
5742,원기리
5743,항가리
5744,계곡리
5745,백여리
5746,안덕리
5747,고산면
5748,서봉리
5749,어우리
5750,남봉리
5751,양야리
5752,성재리
5753,삼기리
5754,소농리
5755,내월리
5756,백도리
5757,수선리
5758,운주면
5759,완창리
5760,구제리
5761,화산면
5762,춘산리
5763,우월리
5764,종리
5765,승치리
5766,운제리
5767,동상면
5768,사봉리
5769,수만리
5770,대아리
5771,경천면
5772,진안읍
5773,군상리
5774,단양리
5775,가림리
5776,물곡리
5777,가막리
5778,연장리
5779,용담면
5780,옥거리
5781,수천리
5782,송풍리
5783,안천면
5784,백화리
5785,신괴리
5786,동향면
5787,대량리
5788,학선리
5789,능금리
5790,상전면
5791,주평리
5792,용평리
5793,노촌리
5794,성수면
5795,외궁리
5796,좌산리
5797,구신리
5798,도통리
5799,좌포리
5800,중길리
5801,마령면
5802,평지리
5803,계서리
5804,부귀면
5805,거석리
5806,황금리
5807,궁항리
5808,정천면
5809,봉학리
5810,갈용리
5811,망화리
5812,주양리
5813,대불리
5814,무주읍
5815,장백리
5816,내도리
5817,대차리
5818,가옥리
5819,무풍면
5820,지성리
5821,철목리
5822,설천면
5823,길산리
5824,소천리
5825,두길리
5826,삼공리
5827,적상면
5828,삼유리
5829,방이리
5830,북창리
5831,안성면
5832,공진리
5833,공정리
5834,사전리
5835,진도리
5836,부남면
5837,대유리
5838,가당리
5839,장수읍
5840,수분리
5841,식천리
5842,산서면
5843,쌍계리
5844,사계리
5845,하월리
5846,사상리
5847,이룡리
5848,번암면
5849,국포리
5850,지지리
5851,노단리
5852,논곡리
5853,대론리
5854,장계면
5855,무농리
5856,월강리
5857,천천면
5858,장판리
5859,삼고리
5860,춘송리
5861,용광리
5862,계남면
5863,침곡리
5864,신전리
5865,호덕리
5866,화음리
5867,궁양리
5868,계북면
5869,임평리
5870,양악리
5871,임실읍
5872,성가리
5873,이도리
5874,감성리
5875,정월리
5876,망전리
5877,청웅면
5878,두복리
5879,구고리
5880,향교리
5881,운암면
5882,선거리
5883,월면리
5884,용운리
5885,운종리
5886,금기리
5887,창인리
5888,도인리
5889,왕방리
5890,봉강리
5891,오수면
5892,둔기리
5893,봉천리
5894,군평리
5895,신덕면
5896,삼길리
5897,조월리
5898,삼계면
5899,후천리
5900,세심리
5901,학정리
5902,죽계리
5903,홍곡리
5904,덕계리
5905,뇌천리
5906,관촌면
5907,관촌리
5908,슬치리
5909,상월리
5910,회봉리
5911,방수리
5912,강진면
5913,백련리
5914,갈담리
5915,회진리
5916,필봉리
5917,학석리
5918,덕치면
5919,천담리
5920,일중리
5921,물우리
5922,회문리
5923,지사면
5924,안하리
5925,순창읍
5926,순화리
5927,복실리
5928,가남리
5929,인계면
5930,갑동리
5931,탑리
5932,심초리
5933,세룡리
5934,마흘리
5935,가성리
5936,동계면
5937,현포리
5938,서호리
5939,어치리
5940,동심리
5941,이동리
5942,풍산면
5943,삼촌리
5944,한내리
5945,두승리
5946,용내리
5947,금과면
5948,동전리
5949,고례리
5950,장장리
5951,매우리
5952,팔덕면
5953,창덕리
5954,쌍치면
5955,탕곡리
5956,중안리
5957,종암리
5958,도고리
5959,전암리
5960,양신리
5961,복흥면
5962,서마리
5963,대방리
5964,정산리
5965,답동리
5966,석보리
5967,지북리
5968,운림리
5969,고원리
5970,평남리
5971,괴정리
5972,유등면
5973,창신리
5974,건곡리
5975,외이리
5976,오교리
5977,구림면
5978,운남리
5979,금창리
5980,방화리
5981,운북리
5982,자양리
5983,고창읍
5984,율계리
5985,성두리
5986,고수면
5987,우평리
5988,예지리
5989,인성리
5990,장두리
5991,초내리
5992,아산면
5993,중월리
5994,하갑리
5995,학전리
5996,삼인리
5997,무장면
5998,교흥리
5999,강남리
6000,목우리
6001,덕림리
6002,고라리
6003,공음면
6004,두암리
6005,칠암리
6006,건동리
6007,군유리
6008,예전리
6009,상하면
6010,장호리
6011,자룡리
6012,검산리
6013,해리면
6014,하련리
6015,안산리
6016,왕촌리
6017,라성리
6018,사반리
6019,광승리
6020,성송면
6021,하고리
6022,암치리
6023,계당리
6024,판정리
6025,괴치리
6026,학천리
6027,해룡리
6028,심원면
6029,궁산리
6030,주산리
6031,고전리
6032,만돌리
